Student_ID,Age,Gender,Branch,Graduation_Year,CGPA,LeetCode_Problems,DSA_Level,GitHub_Repositories,Open_Source_Contribution,Total_Projects,Major_Project_Level,AI_ML_Projects,Deployment_Experience,Internship_Count,Internship_Domain,Python_Level,SQL_Level,PowerBI_Level,MachineLearning_Level,Statistics_Level,DeepLearning_Level,LinkedIn_Profile,GitHub_Profile,Portfolio_Website,Industry_Certifications,Communication_Level,Target_Role,Preferred_Domain,Placement_Score,Placement_Status
2324,24,Female,CSE,2025,7.3,161,Intermediate,5,No,3,Intermediate,1,Yes,3,Data Analytics,Beginner,Intermediate,None,None,Intermediate,Intermediate,Yes,Yes,No,6,Good,Data Scientist,Data Science,50.92,Not Placed
2325,21,Male,IT,2026,7.63,157,Intermediate,4,No,0,Basic,0,No,2,Data Science,Advanced,Beginner,Advanced,Beginner,Intermediate,Intermediate,No,Yes,No,2,Excellent,Machine Learning Engineer,AI/ML,47.22,Not Placed
2326,22,Male,AI/ML,2028,5.0,135,Intermediate,3,No,1,Basic,1,No,0,None,Beginner,Intermediate,Beginner,Intermediate,Beginner,Intermediate,Yes,Yes,No,0,Average,Data Analyst,Data Analytics,28.72,Not Placed
2327,22,Male,AI/ML,2027,8.83,165,Intermediate,5,No,1,Basic,1,No,1,Data Science,Advanced,Intermediate,Intermediate,Beginner,Intermediate,None,Yes,Yes,No,3,Excellent,Data Engineer,Data Engineering,46.64,Placed
2328,23,Female,CSE,2028,6.79,54,Beginner,4,No,3,Intermediate,1,Yes,1,Cloud,Beginner,None,None,None,Advanced,Advanced,Yes,Yes,Yes,2,Average,Data Engineer,Data Engineering,35.89,Not Placed
2329,24,Male,IT,2028,7.83,212,Intermediate,9,No,3,Intermediate,1,No,1,Data Science,Intermediate,Beginner,None,Beginner,Intermediate,Intermediate,No,Yes,No,3,Poor,Machine Learning Engineer,AI/ML,41.04,Not Placed
2330,20,Female,CSE,2025,7.27,36,Beginner,10,No,3,Intermediate,2,Yes,0,None,Beginner,Intermediate,None,Intermediate,Intermediate,Beginner,Yes,Yes,No,7,Excellent,Data Scientist,Data Science,41.48,Placed
2331,24,Male,Data Science,2025,6.21,15,Beginner,3,No,3,Intermediate,3,No,1,Data Analytics,Advanced,Intermediate,None,Intermediate,Beginner,Advanced,No,Yes,No,3,Good,Data Scientist,Data Science,40.04,Not Placed
2332,24,Male,CSE,2026,6.43,196,Intermediate,6,No,3,Intermediate,3,Yes,0,None,Beginner,Intermediate,Beginner,Intermediate,Intermediate,Beginner,Yes,Yes,No,4,Average,Machine Learning Engineer,AI/ML,40.5,Placed
2333,23,Male,ECE,2028,6.56,169,Intermediate,5,No,2,Intermediate,1,No,0,None,Intermediate,Intermediate,None,Advanced,Intermediate,Advanced,Yes,Yes,No,2,Good,Software Developer,Software Development,42.56,Not Placed
2334,20,Female,CSE,2027,8.59,126,Intermediate,2,No,5,Advanced,4,No,1,Other,Beginner,Intermediate,None,Intermediate,Intermediate,Intermediate,Yes,Yes,No,2,Poor,Software Developer,Software Development,45.97,Not Placed
2335,23,Male,CSE,2028,7.35,75,Beginner,6,No,3,Intermediate,1,No,0,None,Intermediate,None,None,Beginner,Intermediate,Intermediate,Yes,Yes,No,4,Good,Software Developer,Software Development,35.33,Not Placed
2336,20,Female,CSE,2027,6.98,87,Beginner,4,No,3,Intermediate,1,No,2,AI/ML,Intermediate,Beginner,Intermediate,Intermediate,Beginner,Intermediate,Yes,Yes,No,2,Good,Data Engineer,Data Engineering,43.06,Placed
2337,21,Male,AI/ML,2028,6.57,53,Beginner,8,No,1,Basic,1,No,1,Cloud,Advanced,Beginner,Beginner,None,Intermediate,Advanced,Yes,Yes,No,2,Good,Data Scientist,Data Science,34.44,Not Placed
2338,20,Male,CSE,2027,8.7,155,Intermediate,8,No,4,Intermediate,2,Yes,0,None,Advanced,Beginner,Beginner,Intermediate,Intermediate,Advanced,Yes,Yes,Yes,3,Good,AI Engineer,AI/ML,51.72,Not Placed
2339,23,Male,AI/ML,2028,8.96,11,Beginner,6,No,6,Advanced,1,No,0,None,Advanced,Beginner,None,Advanced,Beginner,Beginner,Yes,Yes,No,6,Average,Data Scientist,Data Science,45.28,Not Placed
2340,24,Male,IT,2028,8.68,20,Beginner,7,No,2,Intermediate,2,No,2,Cloud,None,Beginner,Beginner,Intermediate,Intermediate,Beginner,Yes,Yes,No,3,Good,AI Engineer,AI/ML,41.16,Placed
2341,20,Male,IT,2026,7.99,55,Beginner,1,No,7,Advanced,0,Yes,2,AI/ML,Beginner,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,Yes,Yes,Yes,3,Excellent,Machine Learning Engineer,AI/ML,57.6,Placed
2342,20,Male,Data Science,2025,7.79,141,Intermediate,9,No,1,Basic,1,Yes,0,None,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Yes,Yes,No,1,Average,Data Scientist,Data Science,39.39,Placed
2343,22,Male,CSE,2025,6.28,119,Intermediate,4,No,0,Basic,0,No,1,Data Science,Intermediate,Advanced,None,Intermediate,Intermediate,Intermediate,Yes,Yes,No,1,Good,Data Analyst,Data Analytics,38.44,Not Placed
2344,24,Male,Data Science,2027,7.25,311,Advanced,7,Yes,2,Intermediate,0,No,1,Cloud,Advanced,None,Intermediate,Intermediate,Beginner,Beginner,Yes,Yes,No,1,Excellent,Data Scientist,Data Science,51.26,Not Placed
2345,21,Female,CSE,2028,6.82,102,Intermediate,6,No,2,Intermediate,0,Yes,2,AI/ML,Intermediate,Intermediate,None,None,Advanced,Intermediate,Yes,Yes,No,4,Good,Data Scientist,Data Science,46.57,Placed
2346,23,Female,IT,2028,5.67,224,Intermediate,2,No,3,Intermediate,0,No,0,None,Beginner,Beginner,Intermediate,None,Advanced,Intermediate,Yes,Yes,Yes,4,Average,Software Developer,Software Development,37.0,Not Placed
2347,21,Male,CSE,2025,8.56,136,Intermediate,6,No,4,Intermediate,2,No,0,None,Intermediate,Intermediate,Intermediate,None,Intermediate,None,Yes,Yes,Yes,1,Average,Data Engineer,Data Engineering,40.66,Placed
2348,24,Female,AI/ML,2027,6.8,14,Beginner,8,Yes,7,Advanced,5,Yes,0,None,Intermediate,None,Intermediate,Advanced,Intermediate,Intermediate,Yes,Yes,Yes,0,Average,Data Engineer,Data Engineering,44.41,Not Placed
2349,20,Female,AI/ML,2026,8.7,46,Beginner,7,Yes,1,Basic,0,No,1,Data Science,Advanced,Intermediate,None,None,Intermediate,Beginner,Yes,Yes,No,0,Average,Data Scientist,Data Science,35.49,Not Placed
2350,20,Male,IT,2026,8.38,53,Beginner,4,No,5,Advanced,5,No,1,Data Analytics,Intermediate,Beginner,None,Beginner,Intermediate,Intermediate,Yes,Yes,Yes,3,Good,Software Developer,Software Development,45.76,Placed
2351,24,Female,CSE,2026,8.06,65,Beginner,6,No,3,Intermediate,3,No,1,Other,Intermediate,Intermediate,None,Advanced,Beginner,None,Yes,Yes,No,3,Poor,Software Developer,Software Development,37.5,Not Placed
2352,20,Female,Data Science,2028,8.11,94,Beginner,10,No,3,Intermediate,3,Yes,1,Web Development,Intermediate,Intermediate,Intermediate,Advanced,Beginner,Intermediate,Yes,Yes,No,5,Good,Data Engineer,Data Engineering,48.63,Not Placed
2353,20,Male,CSE,2027,6.88,265,Intermediate,8,Yes,2,Intermediate,2,Yes,3,Data Analytics,Beginner,Beginner,Advanced,None,Advanced,Advanced,Yes,Yes,No,0,Good,Machine Learning Engineer,AI/ML,52.34,Not Placed
2354,20,Male,IT,2025,9.36,109,Intermediate,3,No,2,Intermediate,1,Yes,0,None,Intermediate,Advanced,Intermediate,Intermediate,Beginner,Beginner,No,Yes,No,0,Average,Data Analyst,Data Analytics,44.56,Placed
2355,23,Female,ECE,2028,7.54,72,Beginner,3,No,4,Intermediate,2,Yes,2,Cloud,Beginner,Intermediate,Advanced,Intermediate,Intermediate,Beginner,Yes,Yes,No,5,Good,AI Engineer,AI/ML,48.96,Placed
2356,23,Male,AI/ML,2028,7.8,235,Intermediate,3,No,4,Intermediate,0,Yes,2,Data Science,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Yes,Yes,Yes,4,Good,AI Engineer,AI/ML,55.12,Placed
2357,22,Male,AI/ML,2026,6.85,233,Intermediate,6,No,2,Intermediate,0,No,1,Web Development,Intermediate,Intermediate,Advanced,Intermediate,Intermediate,Beginner,Yes,Yes,No,7,Average,Machine Learning Engineer,AI/ML,46.5,Placed
2358,21,Male,ECE,2027,6.57,8,Beginner,8,No,4,Intermediate,3,Yes,2,Other,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Yes,Yes,No,1,Average,Data Analyst,Data Analytics,41.26,Not Placed
2359,24,Male,AI/ML,2027,7.98,118,Intermediate,5,No,1,Basic,0,Yes,0,None,Intermediate,None,None,Advanced,Advanced,Advanced,Yes,Yes,No,5,Poor,Data Engineer,Data Engineering,39.73,Not Placed
2360,24,Female,AI/ML,2026,7.72,288,Intermediate,3,Yes,1,Basic,1,Yes,0,None,Beginner,Beginner,Intermediate,Advanced,Intermediate,Intermediate,Yes,Yes,No,1,Good,Data Analyst,Data Analytics,44.56,Placed
2361,24,Female,Data Science,2026,6.71,104,Intermediate,9,Yes,4,Intermediate,3,Yes,0,None,Intermediate,Intermediate,None,Beginner,Intermediate,Intermediate,Yes,Yes,Yes,4,Poor,Data Analyst,Data Analytics,41.38,Placed
2362,22,Female,Data Science,2026,6.06,48,Beginner,6,Yes,2,Intermediate,0,Yes,0,None,None,Beginner,Beginner,None,Intermediate,Intermediate,Yes,Yes,No,3,Good,Machine Learning Engineer,AI/ML,31.84,Not Placed
2363,23,Male,CSE,2028,6.23,223,Intermediate,3,No,2,Intermediate,0,No,2,Data Science,Intermediate,Beginner,None,Advanced,Beginner,None,Yes,Yes,No,3,Good,Data Scientist,Data Science,44.0,Placed
2364,22,Male,IT,2028,8.7,42,Beginner,6,No,1,Basic,0,No,3,Cloud,None,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Yes,Yes,No,1,Good,Software Developer,Software Development,42.03,Not Placed
2365,24,Male,AI/ML,2028,6.89,137,Intermediate,4,No,1,Basic,1,No,1,Web Development,Beginner,Advanced,Intermediate,None,Intermediate,Intermediate,Yes,Yes,No,1,Poor,Data Scientist,Data Science,34.04,Not Placed
2366,21,Male,CSE,2025,7.16,103,Intermediate,4,No,3,Intermediate,3,Yes,1,Data Analytics,Intermediate,Beginner,Intermediate,None,Beginner,Intermediate,Yes,Yes,No,3,Average,Data Scientist,Data Science,41.17,Placed
2367,20,Male,IT,2025,8.95,24,Beginner,4,Yes,1,Basic,0,No,0,None,Advanced,Advanced,Intermediate,Intermediate,Beginner,Beginner,Yes,Yes,No,1,Good,Data Engineer,Data Engineering,39.96,Placed
2368,23,Female,AI/ML,2027,6.38,256,Intermediate,5,No,6,Advanced,5,Yes,1,Cloud,Intermediate,Intermediate,None,Beginner,Intermediate,Intermediate,Yes,Yes,No,4,Average,Data Scientist,Data Science,49.5,Placed
2369,23,Female,CSE,2026,6.77,164,Intermediate,9,No,6,Advanced,4,Yes,1,Cloud,None,Beginner,Intermediate,Beginner,Beginner,Beginner,Yes,Yes,Yes,6,Good,Software Developer,Software Development,48.3,Not Placed
2370,22,Male,Data Science,2026,6.73,319,Advanced,8,No,2,Intermediate,1,No,2,AI/ML,Intermediate,Beginner,None,Intermediate,Intermediate,Intermediate,Yes,Yes,Yes,2,Good,Data Analyst,Data Analytics,51.45,Not Placed
2371,23,Female,IT,2028,9.12,118,Intermediate,2,No,1,Basic,0,No,1,AI/ML,Intermediate,Intermediate,Intermediate,None,Intermediate,Advanced,Yes,Yes,No,3,Average,Machine Learning Engineer,AI/ML,42.51,Not Placed
2372,24,Male,IT,2025,9.49,52,Beginner,7,No,3,Intermediate,0,No,1,Web Development,Advanced,Intermediate,Beginner,None,Intermediate,Intermediate,Yes,Yes,Yes,1,Good,AI Engineer,AI/ML,44.96,Placed
2373,24,Male,ECE,2026,8.25,27,Beginner,5,Yes,6,Advanced,6,No,0,None,Intermediate,Intermediate,None,Intermediate,Beginner,Beginner,Yes,Yes,No,3,Excellent,AI Engineer,AI/ML,46.3,Placed
2374,22,Female,IT,2027,8.28,237,Intermediate,7,No,3,Intermediate,2,No,0,None,Advanced,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Yes,Yes,No,1,Average,Software Developer,Software Development,44.11,Not Placed
2375,24,Male,CSE,2026,6.92,47,Beginner,5,No,1,Basic,1,No,0,None,None,None,None,Beginner,Beginner,Intermediate,Yes,Yes,No,2,Average,Data Analyst,Data Analytics,23.04,Not Placed
2376,21,Female,AI/ML,2028,9.45,548,Advanced,4,No,3,Intermediate,1,No,2,Other,Intermediate,Intermediate,Advanced,None,None,Intermediate,Yes,Yes,Yes,4,Poor,Data Scientist,Data Science,56.92,Placed
2377,22,Female,IT,2028,7.77,402,Advanced,5,No,2,Intermediate,1,No,0,None,Beginner,Beginner,Beginner,None,Beginner,Intermediate,No,Yes,No,2,Average,Machine Learning Engineer,AI/ML,41.07,Placed
2378,21,Male,AI/ML,2025,8.35,127,Intermediate,8,No,3,Intermediate,3,No,2,Cybersecurity,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Yes,Yes,Yes,1,Good,Data Scientist,Data Science,46.6,Placed
2379,20,Female,Data Science,2027,7.39,97,Beginner,7,No,2,Intermediate,1,No,1,Other,Intermediate,Beginner,Beginner,Advanced,Intermediate,Intermediate,Yes,Yes,Yes,3,Average,AI Engineer,AI/ML,41.24,Not Placed
2380,21,Male,Data Science,2027,7.23,65,Beginner,10,Yes,4,Intermediate,1,No,1,Data Analytics,Beginner,None,Intermediate,Beginner,Intermediate,Advanced,No,Yes,Yes,3,Good,Data Engineer,Data Engineering,42.04,Not Placed
2381,20,Male,AI/ML,2026,9.16,72,Beginner,4,Yes,2,Intermediate,1,No,2,Data Analytics,Intermediate,Intermediate,None,Intermediate,Beginner,Advanced,Yes,Yes,No,4,Average,AI Engineer,AI/ML,47.3,Not Placed
2382,20,Male,ECE,2027,8.04,483,Advanced,5,Yes,3,Intermediate,0,Yes,1,Data Science,Intermediate,None,None,Intermediate,Beginner,Intermediate,Yes,Yes,No,3,Good,Machine Learning Engineer,AI/ML,55.32,Placed
2383,21,Male,AI/ML,2026,8.95,85,Beginner,4,No,1,Basic,1,Yes,0,None,Intermediate,None,Intermediate,None,Intermediate,Intermediate,No,Yes,No,8,Good,Machine Learning Engineer,AI/ML,38.78,Not Placed
2384,22,Female,AI/ML,2026,7.76,173,Intermediate,5,No,3,Intermediate,1,No,2,AI/ML,Intermediate,None,Beginner,Beginner,Intermediate,Beginner,Yes,Yes,Yes,0,Good,Software Developer,Software Development,45.41,Placed
2385,24,Male,ECE,2025,6.65,182,Intermediate,6,No,5,Advanced,2,No,0,None,Intermediate,None,Beginner,Intermediate,Intermediate,Beginner,Yes,Yes,Yes,3,Average,Machine Learning Engineer,AI/ML,42.33,Not Placed
2386,24,Female,AI/ML,2027,6.92,246,Intermediate,6,No,3,Intermediate,3,No,0,None,Advanced,Intermediate,Beginner,Beginner,Intermediate,Beginner,Yes,Yes,No,0,Excellent,AI Engineer,AI/ML,43.73,Placed
2387,20,Female,CSE,2028,7.6,162,Intermediate,5,No,3,Intermediate,1,Yes,1,Web Development,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Beginner,Yes,Yes,No,6,Good,Data Scientist,Data Science,47.93,Placed
2388,20,Male,AI/ML,2026,6.87,119,Intermediate,2,No,8,Advanced,0,Yes,1,AI/ML,Intermediate,Intermediate,None,Beginner,Intermediate,Intermediate,Yes,Yes,Yes,0,Good,AI Engineer,AI/ML,51.42,Placed
2389,22,Female,IT,2026,6.39,59,Beginner,3,No,4,Intermediate,0,No,2,Cloud,Advanced,Beginner,None,Beginner,Intermediate,Intermediate,Yes,Yes,No,8,Good,Software Developer,Software Development,44.86,Placed
2390,23,Male,IT,2026,8.7,179,Intermediate,11,No,4,Intermediate,1,Yes,1,Other,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Intermediate,Yes,Yes,No,4,Good,Data Engineer,Data Engineering,52.28,Not Placed
2391,21,Male,IT,2027,6.96,152,Intermediate,4,Yes,3,Intermediate,2,No,0,None,Beginner,Beginner,None,Beginner,Intermediate,Advanced,Yes,Yes,No,8,Good,Data Engineer,Data Engineering,42.9,Placed
2392,20,Male,IT,2027,7.64,83,Beginner,5,No,4,Intermediate,0,Yes,0,None,Intermediate,Beginner,None,Beginner,None,Beginner,Yes,Yes,No,5,Excellent,Data Analyst,Data Analytics,39.72,Not Placed
2393,24,Male,CSE,2027,7.8,168,Intermediate,5,No,5,Advanced,0,No,0,None,Advanced,Intermediate,Intermediate,Intermediate,Beginner,Advanced,Yes,Yes,No,1,Average,Machine Learning Engineer,AI/ML,48.12,Placed
2394,22,Male,IT,2026,6.91,111,Intermediate,5,No,3,Intermediate,2,Yes,2,Other,Intermediate,None,Beginner,None,Advanced,Intermediate,Yes,Yes,No,1,Average,Machine Learning Engineer,AI/ML,42.78,Placed
2395,21,Female,IT,2028,8.95,152,Intermediate,5,No,3,Intermediate,0,Yes,0,None,Intermediate,Intermediate,Beginner,Intermediate,Advanced,Intermediate,Yes,Yes,No,1,Average,Data Engineer,Data Engineering,46.88,Not Placed
2396,22,Male,CSE,2028,6.38,204,Intermediate,4,No,4,Intermediate,1,No,0,None,Beginner,Beginner,None,Beginner,Beginner,Intermediate,Yes,Yes,No,1,Average,Data Analyst,Data Analytics,34.52,Not Placed
2397,21,Male,CSE,2027,7.76,136,Intermediate,8,No,2,Intermediate,1,Yes,1,Data Analytics,Intermediate,Beginner,Beginner,Intermediate,Beginner,Intermediate,No,Yes,No,2,Excellent,Data Scientist,Data Science,47.56,Placed
2398,21,Female,ECE,2028,7.75,218,Intermediate,4,No,3,Intermediate,0,Yes,1,Cybersecurity,Beginner,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Yes,Yes,Yes,2,Average,Software Developer,Software Development,47.47,Placed
2399,20,Female,IT,2026,7.45,134,Intermediate,10,Yes,4,Intermediate,2,No,1,Web Development,Intermediate,Intermediate,None,None,Intermediate,Beginner,Yes,Yes,Yes,5,Poor,Software Developer,Software Development,42.31,Not Placed
2400,22,Female,IT,2027,6.2,246,Intermediate,6,Yes,2,Intermediate,0,No,1,Other,Intermediate,Beginner,Beginner,Intermediate,Advanced,Intermediate,Yes,Yes,Yes,1,Good,Data Engineer,Data Engineering,46.09,Not Placed
2401,22,Male,IT,2027,8.37,93,Beginner,10,No,5,Advanced,3,No,0,None,None,Intermediate,Advanced,Beginner,Beginner,Intermediate,Yes,Yes,Yes,1,Good,Data Scientist,Data Science,41.93,Not Placed
2402,24,Female,AI/ML,2026,8.24,49,Beginner,6,No,4,Intermediate,0,Yes,1,Other,Intermediate,Advanced,Beginner,None,Intermediate,Intermediate,Yes,Yes,No,1,Good,Data Analyst,Data Analytics,44.11,Not Placed
2403,24,Female,Data Science,2027,6.82,147,Intermediate,6,No,2,Intermediate,1,No,3,Cybersecurity,Intermediate,Intermediate,Beginner,Advanced,Intermediate,Beginner,Yes,Yes,No,0,Excellent,AI Engineer,AI/ML,51.54,Not Placed
2404,20,Female,AI/ML,2026,8.21,366,Advanced,10,No,2,Intermediate,2,Yes,0,None,Beginner,Intermediate,Intermediate,Intermediate,None,Intermediate,Yes,Yes,Yes,0,Good,Machine Learning Engineer,AI/ML,49.41,Placed
2405,20,Female,CSE,2027,7.87,229,Intermediate,7,Yes,2,Intermediate,1,No,1,Other,Intermediate,Advanced,None,Beginner,Intermediate,Beginner,No,Yes,No,1,Poor,AI Engineer,AI/ML,42.28,Placed
2406,23,Male,IT,2028,6.22,363,Advanced,6,Yes,5,Advanced,4,Yes,0,None,Intermediate,Beginner,Beginner,Intermediate,Beginner,Intermediate,No,Yes,No,4,Excellent,Data Analyst,Data Analytics,55.38,Placed
2407,24,Male,AI/ML,2027,6.65,83,Beginner,9,No,2,Intermediate,2,No,0,None,Intermediate,Intermediate,None,Intermediate,Beginner,Advanced,Yes,Yes,No,3,Good,Data Engineer,Data Engineering,36.44,Not Placed
2408,21,Male,Data Science,2027,8.64,119,Intermediate,6,No,2,Intermediate,0,Yes,0,None,Intermediate,Beginner,Beginner,Intermediate,Advanced,Intermediate,Yes,Yes,No,1,Good,Data Scientist,Data Science,45.56,Placed
2409,22,Male,AI/ML,2027,7.81,51,Beginner,6,No,4,Intermediate,3,No,0,None,None,Advanced,Beginner,Advanced,Beginner,Intermediate,No,Yes,No,4,Average,Machine Learning Engineer,AI/ML,38.28,Not Placed
2410,20,Female,AI/ML,2025,6.94,38,Beginner,7,No,4,Intermediate,0,No,1,Data Analytics,Advanced,None,Intermediate,None,Intermediate,Intermediate,Yes,Yes,No,2,Good,AI Engineer,AI/ML,38.55,Not Placed
2411,22,Male,CSE,2028,6.64,329,Advanced,2,No,3,Intermediate,0,Yes,1,Cloud,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Advanced,Yes,Yes,No,5,Good,Data Engineer,Data Engineering,54.72,Placed
2412,22,Female,CSE,2026,6.98,307,Advanced,0,No,4,Intermediate,3,Yes,1,Cloud,Beginner,Beginner,Advanced,None,Beginner,Advanced,Yes,No,No,6,Excellent,Machine Learning Engineer,AI/ML,53.66,Placed
2413,23,Female,CSE,2025,7.06,191,Intermediate,5,No,3,Intermediate,0,Yes,0,None,Beginner,Advanced,None,Intermediate,Beginner,Intermediate,Yes,Yes,Yes,5,Average,Data Analyst,Data Analytics,43.58,Placed
2414,24,Male,CSE,2028,6.65,84,Beginner,5,No,2,Intermediate,2,No,3,Data Science,Intermediate,Intermediate,None,Intermediate,Beginner,Beginner,Yes,Yes,No,7,Excellent,AI Engineer,AI/ML,47.46,Not Placed
2415,20,Male,ECE,2027,5.76,208,Intermediate,4,No,1,Basic,1,No,1,Data Science,Intermediate,Intermediate,Advanced,Beginner,Beginner,Intermediate,Yes,Yes,No,2,Good,Data Analyst,Data Analytics,38.94,Placed
2416,22,Female,CSE,2027,8.64,290,Intermediate,8,No,3,Intermediate,3,No,2,Web Development,Intermediate,Intermediate,Beginner,Beginner,Beginner,Beginner,Yes,Yes,No,0,Poor,Machine Learning Engineer,AI/ML,45.33,Placed
2417,20,Female,CSE,2026,8.47,393,Advanced,7,No,2,Intermediate,0,Yes,0,None,Intermediate,Intermediate,Beginner,Beginner,Beginner,Intermediate,No,Yes,Yes,0,Good,Data Analyst,Data Analytics,50.54,Placed
2418,21,Male,Data Science,2026,6.23,30,Beginner,10,No,4,Intermediate,4,No,2,Cloud,None,Advanced,Intermediate,Beginner,Beginner,Beginner,Yes,Yes,No,6,Good,Data Scientist,Data Science,40.61,Not Placed
2419,23,Male,Data Science,2028,7.64,94,Beginner,7,No,5,Advanced,2,No,0,None,Intermediate,Advanced,Intermediate,Intermediate,None,Intermediate,Yes,Yes,Yes,3,Average,Software Developer,Software Development,43.39,Not Placed
2420,21,Male,CSE,2028,6.6,87,Beginner,4,Yes,3,Intermediate,0,Yes,1,Data Science,Intermediate,Beginner,Beginner,Advanced,Intermediate,Beginner,Yes,Yes,Yes,1,Good,AI Engineer,AI/ML,44.0,Not Placed
2421,20,Female,IT,2026,7.24,106,Intermediate,4,No,5,Advanced,3,Yes,1,Cloud,Intermediate,Intermediate,None,Advanced,Advanced,Advanced,No,Yes,Yes,3,Good,AI Engineer,AI/ML,55.47,Placed
2422,20,Male,IT,2028,7.16,181,Intermediate,4,No,4,Intermediate,1,Yes,0,None,Beginner,Intermediate,None,Beginner,Beginner,Intermediate,Yes,Yes,No,6,Excellent,Data Analyst,Data Analytics,45.44,Not Placed
2423,24,Female,CSE,2026,7.07,15,Beginner,10,No,3,Intermediate,0,No,3,Data Science,Advanced,None,Intermediate,None,Beginner,Advanced,Yes,Yes,Yes,3,Poor,Data Engineer,Data Engineering,40.96,Not Placed
2424,22,Male,CSE,2027,9.5,82,Beginner,9,No,6,Advanced,6,Yes,1,AI/ML,Intermediate,Intermediate,None,None,Advanced,Advanced,Yes,Yes,Yes,4,Good,Data Analyst,Data Analytics,53.63,Placed
2425,22,Male,ECE,2026,7.06,89,Beginner,3,No,1,Basic,0,No,1,Data Analytics,Advanced,Intermediate,None,Intermediate,Intermediate,Intermediate,Yes,Yes,No,6,Average,Data Engineer,Data Engineering,38.35,Not Placed
2426,21,Male,IT,2025,6.69,133,Intermediate,3,Yes,6,Advanced,3,Yes,0,None,Intermediate,Intermediate,None,Intermediate,Advanced,Intermediate,Yes,Yes,No,3,Poor,Data Scientist,Data Science,46.78,Placed
2427,23,Male,Data Science,2026,6.74,147,Intermediate,6,No,2,Intermediate,2,No,0,None,Beginner,Intermediate,None,Advanced,Beginner,Advanced,Yes,Yes,Yes,6,Good,Data Analyst,Data Analytics,43.08,Placed
2428,22,Male,CSE,2026,8.54,105,Intermediate,7,No,1,Basic,0,No,0,None,Beginner,None,Intermediate,Beginner,None,Intermediate,Yes,Yes,No,5,Poor,Machine Learning Engineer,AI/ML,31.76,Not Placed
2429,24,Male,AI/ML,2025,5.85,449,Advanced,4,No,5,Advanced,5,No,1,Cybersecurity,Beginner,Advanced,Intermediate,Intermediate,Beginner,Intermediate,Yes,Yes,Yes,1,Good,Machine Learning Engineer,AI/ML,54.64,Placed
2430,21,Male,Data Science,2025,6.74,113,Intermediate,4,No,3,Intermediate,3,No,1,Other,Advanced,Beginner,None,None,Intermediate,Beginner,Yes,Yes,No,1,Average,Software Developer,Software Development,37.38,Not Placed
2431,21,Male,CSE,2025,8.95,180,Intermediate,6,No,2,Intermediate,0,Yes,1,Other,Intermediate,Intermediate,Intermediate,Intermediate,Advanced,Intermediate,No,Yes,No,6,Good,AI Engineer,AI/ML,54.6,Placed
2432,24,Male,AI/ML,2025,7.74,204,Intermediate,7,No,1,Basic,0,Yes,2,Cloud,Advanced,Intermediate,Beginner,Beginner,None,Intermediate,Yes,Yes,No,3,Good,Data Scientist,Data Science,47.24,Placed
2433,23,Female,Data Science,2026,7.69,57,Beginner,3,Yes,3,Intermediate,2,No,0,None,Intermediate,Beginner,None,Intermediate,Intermediate,Beginner,No,Yes,No,1,Excellent,AI Engineer,AI/ML,39.44,Not Placed
2434,24,Male,AI/ML,2028,9.63,60,Beginner,3,Yes,3,Intermediate,2,Yes,0,None,Advanced,Beginner,Beginner,Beginner,None,Beginner,Yes,Yes,Yes,0,Average,AI Engineer,AI/ML,40.66,Not Placed
2435,23,Male,IT,2025,7.75,206,Intermediate,5,No,0,Basic,0,No,2,Web Development,Intermediate,Beginner,None,Intermediate,Advanced,Beginner,No,Yes,No,7,Good,Data Engineer,Data Engineering,46.29,Not Placed
2436,24,Female,IT,2027,6.79,310,Advanced,6,No,4,Intermediate,3,Yes,0,None,Advanced,Intermediate,None,Intermediate,Beginner,Advanced,Yes,Yes,Yes,2,Average,Data Analyst,Data Analytics,50.13,Not Placed
2437,24,Female,AI/ML,2026,7.22,392,Advanced,4,No,2,Intermediate,0,No,0,None,Advanced,Intermediate,None,None,Intermediate,Intermediate,Yes,Yes,Yes,3,Excellent,AI Engineer,AI/ML,49.72,Not Placed
2438,20,Male,IT,2028,6.36,58,Beginner,6,Yes,1,Basic,0,No,0,None,Beginner,Beginner,None,None,Beginner,Advanced,Yes,Yes,Yes,5,Good,Software Developer,Software Development,30.29,Not Placed
2439,21,Female,CSE,2027,8.76,255,Intermediate,10,No,8,Advanced,0,Yes,2,Cybersecurity,Advanced,Beginner,Beginner,Intermediate,Beginner,None,No,Yes,Yes,0,Average,Machine Learning Engineer,AI/ML,57.84,Placed
